n,role(A=1),lead(L/LF=1),CH/CH_pair,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24
1,2,1,3,-0.192502957817122,-0.332149667131787,0.718291998211262,0.305970985088374,-0.15721063167659,0.0136842589258413,0.625747701834858,1.01839683469349,-0.491773638162544,0.988630798332234,-0.592185350200104,1.21774408105383,-0.520190585402405,0.917920812412989,-0.240071323931882,1.09660164105111,-1.74759274290755,1.60644549920096,-0.79864175991939,0.340124216468264,-0.888567593903709,0.535391677245095,0.464162054001138,0.057664836147755
1,2,0,3,0.373218050533761,-0.943411056222688,-0.762260470560831,0.825172413526781,-1.14683346676916,-0.0621136351696096,-0.116583189175174,-0.531245184457956,-0.271584723471391,-0.535953128999981,-0.453392133772072,-1.33562541681209,0.321967856992395,1.04935573560116,-0.603133589361077,-0.892258556756906,-0.0421435822205798,-0.880993146491983,0.438071348171563,-1.17952004675592,-0.592124090485386,-1.1189227685708,-0.705087256550419,-0.590510530723807
1,1,1,4,-2.17252720590555,0.919778693505137,-0.394602358827073,-0.223648212911676,-1.18851695352429,0.397943809270442,-0.914678550429908,0.0830079256193977,0.491270648047812,-1.42523735294382,0.223011435954056,1.1285347392678,-0.368847302306234,0.000502628625707019,-0.237852416752489,1.27396518502825,-1.63705519493339,-0.906889658625273,-0.398516450315071,-0.358778303173628,1.45887146600885,-2.03812899228677,-0.791646389976902,1.12236177386178
1,1,0,4,0.888873945589775,-0.568692451530786,-0.335483977565485,0.074992563612822,0.467824937280949,0.642568993274354,0.101429902545805,0.626986472748793,-0.265896915743156,1.83262089169313,-0.47363569953956,0.383225859749433,0.681556379212725,-0.434048437282018,0.668352340669145,1.18065144796171,0.192881880922632,1.27706516562948,-0.0924257765493844,0.0961321094228912,0.0572593821204088,0.854907695237799,1.03623374173427,0.466768801570495
1,2,1,4,-0.74770766440825,0.768069091983017,0.344403924576332,0.845378343614993,-1.04845674320549,0.351976750882204,0.388431258721798,1.33380727152219,-0.342245796096953,0.698424912920725,-0.599565638719125,0.761176569663939,-0.0829834873347725,1.08431850692662,0.140149989163661,0.628861429463339,-1.07158012329174,1.49622039864395,-1.21252747758005,0.441422769957257,-0.88132008371095,0.46557182357806,0.495144528162467,-0.412993435324209
1,2,0,4,0.0411065090214611,-0.261444209961089,-0.599432449447206,1.0821483198435,-1.01624895858548,-0.174277511138014,0.0385710031509539,0.128013556511739,-0.30729686641107,-0.722881755070346,-0.179232109875482,-0.894801905968887,0.42764205983023,0.703007123819692,-0.137214136830104,-0.823935222226694,-0.129550831328344,-0.949723357357932,1.66905094820335,-0.95325653654437,0.0639716781607439,-0.0345343215160666,-1.54611431070451,0.660403563873013
1,1,1,5,1.25197798244819,0.31530647650498,-0.238570667285254,0.912156439309033,-1.40362814717067,1.6116690185464,0.733621348099077,-0.730347068759772,1.27748437461069,-0.0916587937541501,0.322651009461827,1.84486550816566,0.00246100054847578,0.041335391047277,0.691266551104554,0.540510177703123,0.396693971003931,-0.952611771102672,0.525161698165603,0.165409141897594,2.75435086808005,-0.28132825221663,-0.559397035942671,1.81891055340369
1,1,0,5,0.557968627246548,-0.301520154259622,0.378996402461011,0.27276919788461,0.362314678041091,0.180919370796975,-0.0780876258370536,0.231243329188157,0.521822914167749,0.850006745326006,0.0469703695929275,0.872551581479411,1.06926345127352,-0.624966088350473,1.05724425270466,1.67843639141447,0.67887117846042,1.34431342028665,-0.141278952908353,-0.0541754767644023,-0.103173081918972,1.45020094988449,0.456897498297413,1.5480253643687
1,2,1,5,0.405609803453476,-0.5733322745577,0.203957326758062,-0.0218716848136084,-0.489336961598665,1.13033653896914,-0.755034478945378,0.113452208325205,-0.574071429320129,-1.71088055101649,0.158935490678256,-1.32812208391335,0.669350690819746,0.53207634031813,-0.965905217583623,0.0116436118900808,-0.533642587418009,-1.3169337267883,-0.0241544652546467,-0.836353467998631,-0.509465299385039,0.324040563022819,-0.360477192176145,-0.669709677797957
1,2,0,5,-0.0103754959526801,-0.736413856082555,-0.524651304589182,-0.385993541732349,-0.993616433283929,-0.863299923607157,0.048112158544724,-0.0431959989265696,-0.829095950943704,-0.925620073080184,-0.328982536549207,-0.839095729650104,0.6130793538452,-1.29642602528325,-0.84677280718242,-0.74131881998258,-0.261531895792925,-0.735147854820366,1.22991649958707,-1.01469383517537,0.544349353340024,-1.64857932554696,0.18682315761654,-0.768981783492612
1,1,1,6,0.914541608774517,0.796922755156751,-0.0629023112271001,0.491825462552347,-0.79578179546587,1.1543619393659,0.649046992516044,0.151584352593588,1.20816078926243,-0.0131455673573982,-0.089054708460805,2.10628890194969,-0.0679202316679463,-0.19822252745737,1.15038054612546,0.195535565367925,0.214658871703446,0.247224775387974,-0.367949521463847,0.461337514399108,3.17026085466176,-0.641511722284313,0.0127601808036864,2.16600976469166
1,1,0,6,0.0999946894264469,-0.275882547088871,0.136641020175284,0.361807032025643,-0.0324361382614235,0.0934230130747824,0.435732500491959,0.525871025095816,0.214346076829807,0.125667790119536,-0.166874240347948,0.832175775204899,0.414704901197224,0.139956449714857,-0.00160712733183023,1.07842462265401,1.34634904991531,0.674521188058954,0.0464876088628995,0.458656153936684,0.439116465281871,1.01264226902208,0.325397329211806,1.92704584826519
1,2,1,6,0.97463334973994,-0.441136618679371,0.544687263844042,-0.20008340903218,-0.331740089318486,0.896523606568176,-0.349334670563881,0.692781495648082,-0.775756818408039,-0.999154551013913,0.367820942719,-0.837625274478857,0.656381658797855,0.477401571042666,-0.31151380783421,0.228463404595754,-0.535768455214183,-0.501440011613401,-0.170695180209118,-0.331949530587127,-0.443136600430028,0.342161850484046,-0.118434194902388,-0.0892582213813761
1,2,0,6,0.204924723728448,-0.816858234853027,-0.603147885334545,0.763291056449133,-0.954535233398887,-0.365413597591787,0.780763098926399,-0.909843924354655,-0.593417672864014,-0.695435608898531,-0.573917943960771,-1.19472787294979,0.148548794306692,0.740420953498602,-0.615622917455605,-0.664559950280195,-0.695652993010875,-1.40730866065548,0.244524397976227,-0.705110931842202,-0.0131061570120286,-1.61187815209195,0.0430426590800657,-1.17855791791499
1,1,1,7,-0.517427582100999,-0.289142572635155,-0.887601207815884,0.914641223148529,-1.27273146595438,0.559593885439399,0.403079586442332,-0.649187387386873,0.193778616721399,-0.795494195533798,0.476426947522632,0.125700543027943,-0.20868748837309,-0.685660149472303,0.0967932857468645,1.08680246023738,-1.55964044847392,-1.4026383327581,0.238669821973719,-1.17592390071479,1.28540847781581,-0.720974862326994,-1.60828500918193,-0.0476746120615685
1,1,0,7,0.49831834664919,-0.675058583097116,-0.134406657153745,0.550060215879942,-0.0344915651782706,0.272858497631821,0.118601141993633,0.72423507602254,-0.53509290720203,1.61314638036535,-0.195737793527854,0.417843251807605,0.545899682756821,-0.270227767086524,0.365093397786304,1.69606878501286,-0.402579722362459,1.54383792146397,-0.453705740083196,0.648061128482517,-0.558337420663014,0.43511353142741,1.01794540406664,0.807616747238578
1,2,1,7,-0.180983935571031,-0.0262031061111418,1.21017650770211,-0.141252624323562,0.0591550659333464,0.0192591136739242,0.0353643789095745,0.983342274885365,0.275063569108655,0.234215111257149,-0.0328883781594766,0.679877655658311,0.362028562703338,0.888015526271438,-0.653395969648144,0.812861226053324,-1.36495168551111,1.79449261862839,-0.676484704562668,0.420874594708508,-0.527993200551696,-0.114622728134599,0.949615778825762,-0.56271175010684
1,2,0,7,0.0874145607669832,-1.18137674358004,-0.755448296138112,0.622173686678703,-1.13456531288527,-0.454252254761188,-0.0504444874143157,-0.173764752514554,-0.326592127912361,-0.772003991572341,0.0378555098071148,-1.1241582081631,0.95424753554455,0.127721528234251,-0.583369203236489,-1.01249375342459,-0.32343717006275,-0.117902571982062,0.112032522282829,-1.1310097328074,-0.592320146060183,-0.785327684491208,-1.06651931699886,-0.623638163868607
1,1,1,8,1.10780462834931,0.964771860595361,0.215228210789057,0.342118442620873,-0.512634208186889,1.29655787467693,0.680890042293045,-0.0644724248433003,1.10525132433605,0.158790197690177,-0.272626030080964,2.12325163213164,-0.0322191800209984,0.235597724039616,0.723454917721918,0.29503987924375,0.653185748936145,-0.440834217983381,-0.177401588990709,0.423544851918723,2.72347641562988,-0.252927233607401,-0.15083329806814,1.87583029263772
1,1,0,8,0.537799724300092,-0.697658757022651,0.864428054799254,-0.366034578702761,-0.359076637616053,-0.759118276855855,0.464094186101521,0.184818953700974,-0.210210998684279,0.128761386306068,-0.457316022558828,0.691478210046303,0.690185195031149,-0.0442333834785806,0.0809631226994719,0.077638515585944,1.3412959838773,0.590461450082529,-0.633662005092515,0.0694825920683912,0.6493592267711,0.805933072584102,0.112564170014499,1.18897081233474
1,2,1,8,0.710357190932259,0.309691224386221,1.02768926252637,0.231679554141486,0.0583047925908084,1.14288894708003,0.702123802238155,0.144851704871871,0.360450012653395,0.772047795992229,0.780603712782423,0.362450620647137,0.900734258833874,0.78761171084863,0.792128974589394,0.735079479591305,0.10887865662007,0.884932365491162,0.846465378021792,-0.281837541982361,-0.210651581879779,-0.322020768856545,1.31362257789822,-0.0702554438487952
1,2,0,8,0.283998002719254,-0.662097356121548,-0.76135214073349,-0.946723110006757,-1.16790784861771,-1.18833852651479,-1.05334589389409,0.430583688203272,-0.742972485389036,-1.36175566315531,-0.705008124308212,-1.08550756930197,0.627598581249058,-1.35909828881892,-0.531419204031525,-0.389107824321744,-0.854494974725555,-0.652003783779833,0.561526421931615,-0.764821084234221,0.275058967249368,-1.76749990570704,0.317593188818997,-2.24868555540883
1,1,1,9,-0.934214074534372,1.30803202886078,-0.872963730238218,-0.0304380825295063,-0.872941366510797,0.881212455794323,-0.260719023287422,-0.442833473476167,1.41888542744742,-1.13995017931752,0.388255468391216,1.10345155536321,-1.00639677592537,-0.776336458251459,0.00427862366836447,0.404990122280814,-0.89011720397934,-1.14575652463358,0.316242749534835,-0.781341277890389,1.07558111380583,0.0612839895765193,-1.87121239848746,0.41571487327694
1,1,0,9,0.108076360140354,-0.654232107063181,-0.000356508837706701,0.403564778195704,-0.247050841709738,-0.254625123486177,0.163771832981841,0.657699401818239,-0.525573141651482,1.72880490401782,-0.412781980805464,0.0885818291414197,1.0461677413044,-0.391622826200432,-0.763065630424748,1.55049624580494,-0.677476457948199,1.74199682464638,-0.510729660499978,1.05542698782215,-0.408713083266709,0.0424411864860236,0.854181987399536,0.482610027469346
1,2,1,9,0.264206801272768,0.719392671972219,0.622245792724287,0.296047890206833,-0.194802606897818,0.368651852493517,0.938627963576685,1.04799017885611,0.644671784012282,-0.328774675554437,0.667625450964772,0.158409947240127,0.703131634225335,-0.0868378801661728,0.507206526756628,0.707338229595457,-1.38265588140438,1.8936087851203,-0.518896273148175,0.174876344916526,-0.220834940189266,-0.502486243403063,0.545880979691549,-0.449484430204011
1,2,0,9,-0.0163166733036092,-0.896583128293931,-0.822313891915365,0.958021686538562,-1.10016672678337,0.291187344068242,-0.380314959186443,-0.416225417300015,-0.427068271665807,-0.712751081681123,-0.0464735624052005,-1.05737321843237,0.333058708382676,1.91380184825156,-1.08771862666232,-1.2257874323611,-0.0836699336290647,-0.958851114510794,0.962981671214685,-1.51079883241515,-0.0972378597807136,-0.76075505245117,-0.751786526324733,-0.254484779598571
1,1,1,10,-1.11990075126543,-0.0840716986779895,-1.37728910933875,0.9255664297168,-1.57160015815038,-0.68363185789988,0.111267011384208,-1.64140983063786,-0.161107192515512,-0.464992629030935,1.01305844362941,-1.90896879447473,0.787223137376004,-2.12230016489475,0.511667281823011,0.380653912887934,-2.05625936711003,-2.17292648402052,0.653589080171689,-1.93320260296713,1.7979789421721,-1.27760414648532,-1.72525321026985,0.560787017346512
1,1,0,10,1.08021262247473,-0.714018105269252,0.289791811699824,0.0939311214238945,0.226000952923746,0.2226043301718,-0.0871945149658213,0.97180274935061,-0.752427088191573,1.70373088913764,-0.473080384914904,0.698898704283974,0.335699437697475,-0.360021417875028,-0.0793389045103494,0.666588716958709,-0.31602196316725,1.28659383776154,-0.0310322994983293,-0.619089559025936,-0.556591780465958,0.374947577027755,0.865252609229933,0.613505144269698
1,2,1,10,0.0668441024240682,0.408923569049704,0.792402914081173,0.758410930448652,-0.397315382797586,0.216065946237303,0.870770189103911,1.11048385594624,0.478132112597092,-0.210373763488432,-0.19573422364079,-0.098599815247382,0.965209973347697,0.0734415270428301,-0.288862477082933,0.614201901658375,-1.15680398637815,1.39620574244231,-0.759487926295101,0.165704814434369,-0.793719490523476,0.388700395937706,0.536673332859836,-1.07260891668321
1,2,0,10,-0.191824945841735,-0.82969501251791,-0.666754315941457,0.939185805107146,-1.08089633129593,-0.115300186559399,-0.319612243995254,-0.285216415724092,-0.341425722451993,-1.00113343756448,0.0374916934811839,-0.977594335932964,0.416355351405479,0.954776049317574,-0.622504665704098,-1.4095245985653,0.367316278961799,-0.507997038110164,1.05421746556657,-1.04749518798828,-0.455798606085973,-0.0807430152997102,-1.40788513796599,0.438889422433461
1,1,1,11,0.805261824066378,0.350338539034023,-0.0549482835354016,0.0221514756860839,-0.479491970702053,0.767427602313859,0.0966311110271236,-0.0848878901824135,0.840146484689511,-0.205808626750979,0.0149438596131151,1.73291445307035,-0.173399040608603,-0.0029195450417401,0.781888595709132,-0.259169170194582,0.393804695646282,-0.115968933668452,-0.796009733495697,0.558792955151322,2.15091166594356,-0.734523630740572,-0.274944711054623,1.8851019978723
1,1,0,11,-0.327815136693634,0.179896828108084,0.615695051744808,-0.534020129256863,-0.21517997010235,-0.28051572374777,0.387091929136346,-0.318123332831597,-0.0417658229718577,0.171012293250565,-0.802273677245118,1.24154046861386,0.250240768959631,-0.0547153928705761,-0.262490508625224,0.534149602199361,1.5930412204601,0.933334802561355,-0.600760800887717,0.0191816161602396,0.142948790601225,0.987390023340089,-0.120185587013276,0.976380844354793
1,2,1,11,0.766875338249011,0.404625139490421,1.1611598140634,-0.333101431705701,0.700547259628124,0.786960463685329,0.826996898884765,0.327639376389672,0.428325365134917,0.743450519174857,0.966962599973928,0.664802604832711,1.16177778249384,0.279273277742021,1.22315810438832,0.268317800383115,-0.11386348862209,1.45040146627716,0.178250377364525,0.575604268612837,-0.667995520255201,-0.0861048445592186,1.69437065493026,-0.684180678066686
1,2,0,11,0.731109790029053,-0.715660593603281,-0.749885722688896,-0.0821441402653809,-1.01122094462221,-1.19920263862822,-0.422956514512583,0.21801866857725,-0.664926702372517,-1.59657646672982,0.296176720554303,-1.63138074839885,1.32268439042604,-0.635212554416343,-0.509297800203964,-0.448835894750637,-0.709818612174819,-0.615913510799687,0.755071004375493,-1.38981293991949,0.499539995215158,-1.83381280407644,-0.115259246547453,-0.524286767028671
1,1,1,12,1.06942574197393,0.275406434690964,-0.0818534843002154,0.270714230486053,-0.482906136269822,0.532331227764691,0.545558117712342,0.133786344610084,0.803127145875351,-0.180403696906051,0.299667509872591,1.42702490740622,-0.347987360722202,0.5840370379481,0.450204025148437,-0.0467897718548776,0.866234097060937,-0.53008767867146,-0.482769263649184,0.613332055329976,2.35779324548855,-0.913634209493929,0.305031626867262,1.7743837154487
1,1,0,12,0.454922823960742,-0.610315857693617,0.483044400863395,0.25596096137359,0.181805112945663,-0.0657674994013643,0.4607046195944,0.446480646712023,-0.288722300999747,1.04587321133883,-0.592253119125488,0.745561233778151,0.430182438735807,0.0843394606077919,-0.48448823205216,0.314554577016178,0.531848848423899,1.61987881691695,-0.732682563596812,1.00884631486679,-0.180775835666951,0.840145451246239,-0.114805046923435,1.13839006845724
1,2,1,12,0.293173287064897,0.737753151311497,0.864713511554958,0.867276396598504,-0.0258814686978022,1.02880881695517,0.984435535656109,1.10127194554622,-0.103015733221557,1.89958743646492,0.236864482235206,1.60007273184682,0.442263771238451,1.2846119489127,1.32157432127981,0.811297497042509,0.338660109324292,1.61312551709549,0.584412972870731,0.197030872484929,-0.0407798633118038,0.0569405279705801,1.96616021551596,0.316375281809878
1,2,0,12,0.276978940981229,-0.443391986155598,-0.815269716619201,1.0769454696074,-1.14194172382068,-0.203414588142188,-0.21307435195418,-0.283902634741377,-0.0873477342708309,-0.902621424638111,-0.448928002237653,-1.00886220030849,0.278203238760121,0.867795743114904,-0.631867232174634,-0.281912102945527,-0.555389160433109,-0.781089044878211,0.41174667238407,-0.524141440410396,0.00488268587743307,-1.2921051709129,-0.239082681733823,-1.48396948521975
1,1,1,13,-2.13717731147942,0.998699356898763,-1.95817308328941,0.806012216101973,-1.44149266865129,0.288851461663535,-0.582482194517371,-0.81445832952033,0.613021809707078,-0.757693810611442,0.406079609638791,0.0259098920718341,-1.28430570936168,-1.44974648122594,-0.247345267886017,0.21675700311053,-0.93432937321667,-2.97131009644088,1.07280070581229,-1.91911475500143,1.41227771263314,-0.305053005199768,-2.47390002602285,0.708049977927027
1,1,0,13,-0.153503634570373,-0.818925374598477,0.0158455281041001,-0.0120275364754455,-0.882331827949546,-0.40975694176664,-0.219643283701645,0.860615600341495,-0.889718961683196,0.744978711804398,-0.334781435111195,0.0691540589487628,0.624289465385385,-0.299518387933717,-0.69935075781112,0.751739888287514,-1.2324347697629,1.09648856431526,-0.583627023347294,0.566864121807506,-0.591161399229259,-0.110841523024811,0.678689453713995,0.246176801969496
1,2,1,13,0.102576046372232,0.810553351609765,0.260810915730508,0.304178560238694,0.182019952345423,0.140733138126085,0.706658701397144,0.235500632089574,0.376977640287761,-0.911369626913676,-0.0609326432208921,-0.202851763049566,0.615004280526903,0.0310591458131299,-0.430183485413706,0.400334189655146,-1.23559223144978,1.0290187074646,-0.38189745816809,-0.580724863111095,-0.303358092906156,-0.0790988259043401,0.125921909624512,-0.536423905202035
1,2,0,13,0.0447288705944065,-0.239930613571899,-0.586872845146457,0.816431240184391,-0.94209048257508,0.211770263726754,-0.38402808152411,-0.394137539037809,-0.404322959668731,0.145698856807898,-1.11836615937532,-0.0299672116220035,-0.343056209539869,1.2894127166199,-0.991180846602093,-1.12642288564161,-0.187580998482194,-0.677130865095768,0.957425652047303,-1.27178197632901,0.542247916520519,-0.468400094732473,-0.330988000989668,-0.115463156534444
1,1,1,14,0.898760227039155,0.111004720102777,-0.148956536865498,0.177100941033618,-0.510292194883796,0.58088649833181,0.483287007865508,0.0441062374400521,0.939978943412702,-0.264360431884714,0.467015519684315,1.84734310703647,-0.650895354429887,0.275159155159433,0.417649791093004,-0.308666755009251,0.644150105082234,-0.243768138006684,-0.726275306369648,0.530094890475142,2.28490879826813,-0.842018917028639,0.350679749415258,2.07197507235731
1,1,0,14,-0.606435964820703,-0.189941719123407,0.595922709273316,-0.645346696719219,0.011016204928137,-0.94172369684247,0.511345099695577,-0.229634078137531,-0.244928584859915,-0.671278405221672,-0.277366557656869,0.566727750284546,0.395670998993929,0.249865239913958,-0.621886617845784,-0.69486121439721,1.08437985512312,0.0189692212691933,-0.681957450649997,-0.295160544489829,0.360897995897145,0.579995649791545,-0.224371671597507,0.14689755399995
1,2,1,14,0.779057425834321,-0.0852889197077395,0.599185500859063,0.088410200829866,0.012752216098092,0.715666889563987,0.927285381394589,0.802097589833203,-0.47481149662443,1.793139176248,-0.157257107623271,1.18220656127775,0.149158280860511,0.880487126213554,1.04049764970556,0.0753733667035727,-0.568429721123314,1.80708277211237,-1.02955551832223,1.28080079345605,-1.10232502664943,0.316659465123879,1.5353764424184,-0.713178433214405
1,2,0,14,0.572313677841848,-0.472824052303533,-0.328721217324782,0.0820468843698203,-1.14376739556949,-0.631831444270991,-0.581229890356053,-0.228351242829718,-0.275960783879765,-0.992716703907527,-0.521385833195314,-1.2990887325695,1.41900725559239,-1.51642156489,0.0987728302226919,-0.474211101286978,-0.950289713754768,-0.298145487121546,1.15646628310527,-0.858080192187137,0.711197318233405,-1.29593311288913,-0.381270803123158,-0.304262575064819
2,1,1,1,-0.277928858322314,0.918856729511032,0.970453969481571,1.25960084836634,1.60563491142714,1.47633650953573,0.382720397132324,0.659049485988477,1.38788277393784,1.28084358759922,0.400629391575607,-0.116791267989611,1.26274339321043,1.45134663451697,0.447080521519967,2.83444819402452,0.577799202523797,0.692767974137141,0.54408896193857,0.829316658681414,0.0561456229187522,0.480016759317244,1.32328461726424,0.0774888915906935
2,1,0,1,-0.280588206319303,1.38737757957328,0.328704459642765,-0.0606780162813242,0.306943677086524,-0.0752625760149098,0.58757429794446,-0.213725067748064,0.427403731967253,-0.487142267659632,-0.313000801306745,-0.899048880938788,0.358784337827133,0.72360592108839,0.302390474970286,0.0827198970082664,-0.187124600891698,-0.302236508254015,0.0790325778305852,0.258185069316376,0.246784136315207,0.06181699723149,0.965183545983554,0.505929760617414
2,2,1,1,-0.572747779051025,0.849145790680559,0.168594847549907,0.395116937998011,-0.668026149688316,1.42216976254222,0.136053592379703,0.734646213671038,-0.106062679704041,1.36460573517827,1.78857375771018,0.741163809555404,0.124598277570947,-0.602382459197494,0.123113151183609,1.03360654495106,0.993034197808756,1.39721759879692,0.435489916540878,0.776029720372538,-0.810348968038018,1.51417248617549,0.580154076006466,0.850836063338519
2,2,0,1,0.461289713252507,0.150157018360631,1.35856755324617,-0.979169303004988,0.240581671505428,0.0289640415954543,0.394491963428535,-0.309161721921056,0.238226530245384,-0.650538952705591,-0.01874137596769,0.00682080538934615,0.430813655252157,-0.0723223494528966,0.525937544049099,-0.261784441330581,0.056390921191759,0.293577102289858,-0.143152739208724,-0.0774237607818359,-0.266427860187439,0.3760469733831,-0.0224586846520706,0.60988975672156
2,1,1,2,-1.48146888980082,1.96949399829003,-0.595653599175443,1.90297783832835,1.03240574025289,2.60399277622155,0.401889487151374,0.864243275617512,1.02001331406753,1.30784843946605,1.93565959735572,-0.940668614521309,1.57632475560471,1.21249310486922,0.383713557277624,3.72257222052665,0.152409749114536,1.62529587205535,1.14068066749302,-0.257569945995596,0.577869031465496,0.24782508242108,1.4029413888325,-0.270480434497507
2,1,0,2,-0.486072497031599,-0.192206166281462,0.600532081527042,0.494824283040168,-0.382631347668,0.107574210284378,0.188828214293957,-0.0550017865077908,-0.339184611169908,-0.490004879981163,0.115596563538058,-1.05985721397931,0.771371449435803,-0.0731821020739293,0.194102553468659,0.72462838613154,-0.644545388197025,-0.10087814382779,-0.0901824859897694,1.02838278379222,0.545152594625265,0.207804533171942,0.0170695387536563,-0.296917259697399
2,2,1,2,-0.680642783152759,0.109493193126117,-0.230727768291951,0.0999696450189206,-0.509713967087188,-0.285503166374418,-0.417934257239801,0.425677446876502,-0.508993976865789,0.17476705043523,-0.118609154790059,1.54452985895491,-0.914490242243265,0.13765479400188,0.310335471413774,-2.18310937601244,-0.127698878954134,0.209111444039907,0.181163238114025,-1.59557622151265,0.123259264947141,-1.24968539405815,0.627576208414283,-0.167880104564218
2,2,0,2,0.567432260921432,-0.172419496026581,0.57762567325103,-0.198989623262645,0.247567250306304,0.397362483922927,-0.225785327881828,0.398816172346049,0.572949483017977,-0.497509925998914,1.2169677711084,-0.589020627315475,0.423966045938681,-0.677923679557737,2.22161817505905,-0.976560061029002,0.767580445064176,0.427965810576879,-0.655109947390312,-0.108830314395856,0.181927142406963,0.333004458106293,0.201559639241693,0.338068304574107
