n,role(A=1),lead(L/LF=1),CH/CH_pair,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24
1,2,0,114,0.531721635543997,0.40262670556737,0.334094165427416,0.596182961360191,0.593799806993439,0.476111961891495,0.455479512316866,0.368454612844256,0.435429396465503,0.522207544138926,0.602475324204362,0.467978598394059,0.503024443056661,0.497935569176932,0.570492038151478,0.653585925644406,0.650843930876669,0.669955927297466,0.449147961141673,0.405600923070517,0.457139776584624,0.529729487122401,0.548058999660288,0.933155289568522
1,1,1,302,0.663582938121326,0.611881836210212,0.286090882642065,0.293975336801109,0.45454661559934,0.545729353012943,0.320787807423783,0.296570900468288,0.342658133160304,0.342259104644969,0.535896933910834,0.70576591390738,0.434251665144191,0.573686591623712,0.534012762372204,0.462242328906675,1.03814524892693,0.59620522680008,0.567642330188843,0.624820915931134,0.495984621640438,0.452080710324621,0.55356989372263,0.73228405425972
1,1,0,302,0.382158640540758,0.394663895934864,0.407769854241686,0.469740544088389,0.363490488883723,0.44100564341881,0.509040511112622,0.368469871746695,0.439932546982464,0.624393184711745,0.852111886598972,0.509019021370856,0.49351558142405,0.642598898456058,0.77122814510592,0.409675019323693,0.498835279703509,0.751494735608319,0.529740223976693,0.407443835597073,0.3899240474854,0.454276469977021,0.27106601171992,0.424476493073785
1,2,1,302,0.673990757224929,0.352452466481429,0.168226301828661,0.365138518577635,0.177036968897843,0.295968991827018,0.292366606757896,0.402874796983259,0.277185466905452,0.415616574666977,0.337909360931871,0.179432161038475,0.533742126102113,0.307953228345521,0.152769443073556,0.450209500843869,0.366390169265349,0.330710519209833,0.254892234830244,0.225106106682097,0.331425972684446,0.33406682025873,0.248842120736248,0.3800205860106
1,2,0,302,0.404294042044257,0.276596565005141,0.334497970653569,0.39080058458272,0.259249896563991,0.53630649181286,0.513535082505548,0.602005545693269,0.222097431829103,0.2141737716751,0.338636641563354,0.27923389137637,0.637894890300767,0.54570932191118,0.413651060948894,0.392560582981098,0.370209211878745,0.414930749706688,0.513270689612662,0.257102294200622,0.377399968212304,0.424286305171785,0.452776090069288,0.355958274878281
1,1,1,305,0.555310518392481,0.676354419450347,0.504740675724714,0.413316338696018,0.293031874685123,0.696339229874231,0.57863501031835,0.666575690937499,0.773025936088409,0.678163602956168,0.688994257828585,0.683840613513933,0.563447980646759,0.490832057416772,0.74147178282086,0.473396687732974,0.748702755546417,0.574127753851723,0.698951951035158,0.75570102153169,0.687612267555111,0.678731070169866,0.88143016389222,0.463849638915289
1,1,0,305,0.744331763553632,0.790158880228785,0.449615007301665,0.516876260245547,0.532055109124554,0.544044388955006,0.489090931362515,0.381387659748448,0.406378030573554,0.565689377957402,0.557456199639274,0.512214085465291,0.570958470642637,0.504757418537676,0.643802204820047,0.605425636357107,0.906002498050397,0.604924308997329,0.515422719903267,0.388472650316101,0.482016685573901,0.323654362619048,0.362385526147983,0.487017848656879
1,2,1,305,0.686003603768753,0.329217605770827,0.115105969401831,0.383540739196608,0.284971843274061,0.359128735622274,0.185728683791965,0.383252069333816,0.287991560221332,0.335489188564215,0.422931782742398,0.265224410049528,0.564046413111882,0.558559376997909,0.366118258058131,0.354587812442034,0.321364727576713,0.248959508251264,0.211934699161908,0.336094298550397,0.52146965145338,0.207027683639376,0.202434800110121,0.49314715944662
1,2,0,305,0.498095757449112,0.471507440679998,0.500821583747304,0.546453295319375,0.402749500942139,0.489258449319824,0.542936296608312,0.37850989282348,0.233070950935132,0.288146433263311,0.451932538083581,0.306658903346887,0.585612385643618,0.901735523473318,0.695467836023759,0.777152050123872,0.542368573495086,0.613231564093786,0.755523710162992,0.426092379408687,0.757861517033751,0.59327186008988,0.537884705458759,0.622764859690015
1,1,1,306,0.470854002602419,0.584380194601987,0.46110319944605,0.53561758894499,0.45868292399892,0.62296895884744,0.710725330476676,0.656441620704576,0.659507865502574,0.702915476969655,0.804446207947305,0.646632327498165,0.597342491081069,0.574622582097246,0.649711825109915,0.413694132181707,0.822831581094779,0.727124627548276,0.618750022066196,0.810213061883534,0.486277568159321,0.605577815455242,0.775813063058973,0.500639619636551
1,1,0,306,0.61838001196824,0.64278162021874,0.459483619842172,0.749720295627227,0.798181701617402,0.601448784801691,0.382023741214907,0.37928767138359,0.517516416870643,0.441242559461582,0.506284541964275,0.505882800617362,0.747472334418368,0.695082511311015,0.661893222459209,0.354222229773529,0.343118654682299,0.543733827399635,0.470488973878408,0.439648571132723,0.489133769605817,0.498080536927973,0.367958292205887,0.612219533022776
1,2,1,306,0.460356693108168,0.430358359120472,0.413489346753118,0.54927014989143,0.49494276266912,0.516450474896483,0.492546401045454,0.384973790497027,0.27478103711886,0.430797447241046,0.365916351320638,0.73005410788658,1.00434066310877,0.857128512549416,0.545740930778584,0.309825460363984,0.380232078840137,0.288346481014041,0.151838034461511,0.572051903880961,0.6704433323185,0.405160255899233,0.13397256151399,0.525690582005036
1,2,0,306,0.66306482232131,0.601017450870197,0.87354983915731,0.713004807568659,0.423786182159391,0.736086020177942,0.857382181814852,0.515506517959522,0.456173921585417,0.687368139391104,0.688266822095006,0.544820706777152,0.786421157212311,0.589847256581191,0.648123050549149,0.776497696239533,0.511737322557913,0.894727367938926,0.892491900512073,0.541538731513151,0.521062300405955,0.526175361335089,0.7143124264308,0.431196235277994
1,1,1,308,0.686785211410032,0.620889120812863,0.483962875003419,0.442558557624363,0.448925929014278,0.623839508794891,0.5324634877761,0.576653049677372,0.552558459867347,0.767189296848279,0.695045209572989,0.654568566035341,0.567095546730746,0.74661459620126,0.724505961207886,0.347072232739643,0.738918023342372,0.507611288488992,0.598131171222659,0.697891550083624,0.515916877119128,0.662826106864661,0.827941325389923,0.50922840932387
1,1,0,308,0.476642004106913,0.468165402008364,0.521429938826024,0.788567371022155,0.819097903135213,0.691149528328589,0.529746795880841,0.344018381627737,0.510053703836308,0.668851186734779,0.66748777762689,0.676274892172339,0.551571330943269,0.494163429860104,0.650144545317586,0.374457099035242,0.454321046767008,0.442993952211587,0.499521776586036,0.471168709674025,0.473197090520504,0.309777882866339,0.393177555231591,0.548928614411984
1,2,1,308,0.209021474826493,0.332921153927382,0.551262806366321,0.969246620225248,0.737019923198615,0.583363387283845,0.503967662349369,0.561537561306737,0.721538711068334,0.70947128219652,0.578146621024664,0.740835195437893,0.626030264357468,1.27063354484547,1.16178305040721,1.08670761135889,0.694603083261319,0.586143012834035,0.678202767022875,0.611596155089723,0.900480332240377,0.855343899973559,0.622573695903367,0.768263426255748
1,2,0,308,0.58900305606376,0.582073706360729,0.481264348294324,0.561376456989913,0.317741907329526,0.429602986173144,0.811869369904535,0.494092146394494,0.342493608871636,0.488800445564328,0.573079611255474,0.496028943670439,0.648478235008189,0.868406652415477,0.564974863261379,0.676140753520413,0.499866215261304,0.496879180231773,0.570411042371419,0.319841613352071,0.459954420370985,0.37628096205115,0.561579571059662,0.530345280829742
1,1,1,311,0.480174243425694,0.513106226425515,0.509613322608962,0.720025525922929,0.48177288614763,0.569802718923324,0.551635440357379,0.651689816658563,0.71646308719199,0.857349261831122,0.831703021286998,0.742996491851324,0.551132007741317,0.74764969033729,0.786811956486614,0.499240881045258,0.899204656065855,0.8063057421722,0.581140086660575,0.683055138029954,0.553145058465218,0.655414088247919,0.888162213688701,0.465691294627705
1,1,0,311,0.532294292741605,0.604532484842621,0.493263685441745,0.510241793638924,0.560970379804106,0.565908664059594,0.511667498965953,0.297354205522933,0.510022194083455,0.65928896026336,0.580197606368525,0.614952729214059,0.515550983554291,0.428581891714496,0.465427812753537,0.315246827786724,0.416007950892465,0.548371090130266,0.413228251433109,0.374229579604929,0.562305705906198,0.330952553784486,0.287294313552958,0.3885591155435
1,2,1,311,0.448542773610293,0.436512399894883,0.662159346034529,0.928847909909994,0.681676720666054,0.533982971080768,0.459223961976315,0.620168603674995,0.764077032616122,0.691535437175664,0.742559212310551,0.903650240847557,1.02071421853522,1.38128383897944,0.926343760911633,0.824051794522401,0.920609979260562,0.833792371487174,0.686365745794119,0.529530604977319,0.925631760252958,0.848756244505883,0.829760544133963,1.22470981695942
1,2,0,311,0.529690803217688,0.585657857346042,0.364758738202891,0.560915946997707,0.435443290064139,0.392420697304576,0.69374897913503,0.55486225271072,0.292334812790308,0.381050115646667,0.357106057605547,0.353348542638218,0.453884025379574,0.815599032252144,0.425303761345915,0.615815005503781,0.515692304638646,0.475346205660885,0.487947997932467,0.360479983359403,0.508312269143414,0.348636170552268,0.446808466943792,0.428298281257944
1,1,1,312,0.431461649921904,0.38519373056335,0.357594568423832,0.728009260738,0.416437333671322,0.595627756883249,0.528780702450049,0.712424795512551,0.700001417013815,0.879381686708117,0.880352813903403,0.796143011962409,0.595890946575245,0.63680213524992,0.778056429475721,0.433673288966604,0.753845356043225,0.812274376670008,0.596356778854238,0.725342879108004,0.604880944628389,0.615359315697455,0.817617181172794,0.468695823670086
1,1,0,312,0.60598911832713,0.644583678864994,0.570540574325443,0.752155216424321,0.734882949845797,0.599996238958566,0.33081025049906,0.473151673923992,0.508925601869407,0.33471317478106,0.553076484580734,0.592552828154557,0.734439937271326,0.603402659416339,0.632646936785258,0.343906579076472,0.413823876465941,0.810145849074249,0.50320509529159,0.327803904409223,0.526005969934798,0.377212650769026,0.337559024997953,0.633288378103632
1,2,1,312,0.714583037468244,0.602946505307349,0.801881611575573,1.04166803977264,0.993198652928159,0.618578796265064,0.796312424355114,0.798429177666089,0.621254584504178,0.610563603440675,0.348857524545695,0.87436397659547,0.913827372836569,1.62745385999841,1.08475664244432,1.04430335831155,0.896937712652764,0.721255589906357,0.986463934812463,0.92117629423261,1.36855017170333,1.13024119511948,0.856272411737049,0.865397271961297
1,2,0,312,0.493772356394136,0.673804669994674,0.82324028797,0.882484936535716,0.513436647169787,0.621891367054246,0.875297476177475,0.830362426628694,0.561270872501696,0.77209870117109,0.684973748515547,0.572250305225438,0.589604458134425,0.520760065106271,0.531869337889799,0.792600649431801,0.572198945277969,0.676729288254861,0.817220807349268,0.536860262877744,0.406246691105027,0.518863531891067,0.698851521545532,0.694012604038008
1,1,1,314,0.427871410134736,0.533190238200597,0.471393449381239,0.584159714983034,0.384218946402967,0.511489582409643,0.563897640373054,0.590477652439035,0.666580889757188,0.706686362820705,0.757832499409492,0.741073480448032,0.509466741160328,0.620420875688774,0.655857711476307,0.299081997185491,0.717290546588377,0.655851029764543,0.687963349724087,0.84240841940952,0.751953429047793,0.600262284481859,0.799551393820838,0.409435989203443
1,1,0,314,0.459946172128158,0.630189634413116,0.515201199844354,0.553693175656964,0.776893819059036,0.543811952641382,0.36723052679313,0.573946868243871,0.653240865277598,0.547434633548017,0.549922977096586,0.589517353188475,0.532028271863694,0.431599490063174,0.565340838116839,0.369264646457985,0.460473650179486,0.413757037347885,0.427768396144386,0.323431900598897,0.562929374631998,0.325640518277985,0.398431942666929,0.444060211684415
1,2,1,314,0.701992044450894,0.515696728785563,0.67944679260402,1.07463197581363,0.704234920011021,0.527120640874319,0.796306059136658,0.727082424736071,0.507093525985146,0.651435349244448,0.917989885807335,1.12206582801011,1.09415867470238,1.65660635566402,0.946183391725925,0.73533619789249,0.947416537788543,0.843328402579246,0.562258661563526,0.754888423751867,0.84945461328338,0.905154264989971,0.619240383035173,0.570915654923671
1,2,0,314,0.439914369967194,0.407547032929543,0.356705123525106,0.483336918229986,0.43855913293958,0.470286573808572,0.615747642343989,0.535511904282691,0.263982711222507,0.564663629933766,0.585953141224696,0.335430506126371,0.411731098767412,0.564572105813428,0.417570058487232,0.668030607122251,0.555964074921428,0.504641453895242,0.527414056753623,0.305107636070336,0.457375215114802,0.448220934632654,0.561895418641151,0.572224357191583
1,1,1,402,0.504238082755565,0.402056045320261,0.252178380446837,0.320462748206683,0.119411779515712,0.389652905165044,0.390144082982518,0.337155313039253,0.266406517395521,0.308070861490821,0.384368233106361,0.505009152409365,0.375513361281276,0.366563574193959,0.29009880727425,0.315623286366556,0.602627604424309,0.595271544956321,0.317016752268622,0.580383526896759,0.496139923868513,0.512417454167983,0.481866265935639,0.46695761240361
1,1,0,402,0.616532025276815,0.328412010016737,0.38195986497565,0.499710561221632,0.398390099495881,0.48984679149461,0.435004751282912,0.232622102402019,0.263306229012498,0.420801924161823,0.738398883689738,0.655012413123208,0.747601504403622,0.756016496274106,0.753065263906368,0.397126812267272,0.38043654644632,0.753384325000271,0.502437364304008,0.271507312839907,0.307379680725943,0.400497338478001,0.47115217868845,0.932451511244334
1,2,1,402,0.628229806362101,0.343782236481298,0.273003063785133,0.473215290455056,0.257994717786213,0.276455303652714,0.245250473861362,0.369071013529824,0.223255493048367,0.427945936475409,0.372443741901359,0.157830109772777,0.280254012609976,0.330678503343099,0.249918014291474,0.501723585548643,0.582912340482,0.334146037370196,0.42564153928683,0.39629527831563,0.280185297905257,0.295473952420756,0.141979472716462,0.256931448052701
1,2,0,402,0.482637893694467,0.516707899852358,0.393509446226258,0.387948543823369,0.272921877981666,0.282335060216093,0.402572594814759,0.362201797683746,0.262598375488715,0.224186624131391,0.325370519446492,0.278192182555471,0.497551994400523,0.535226875125513,0.35122005280128,0.416256548330255,0.456223185978241,0.408937407069697,0.333263405901814,0.534660614276955,0.461880376922613,0.510250147766108,0.414530011282685,0.414057529234654
1,1,1,405,0.278829927093231,0.581569193717731,0.555742965236288,0.619501788353818,0.295908873489992,0.561434314960495,0.509636749506921,0.518543809245228,0.384098632880711,0.837674213880941,0.609723211242471,0.611887382522018,0.574918972806264,0.589160245324835,0.594530355004555,0.496875603126168,0.493485895166971,0.62855266840628,0.466604236662805,0.571306603962257,0.58703528877233,0.518968049431168,0.992144300875704,0.748826254521935
1,1,0,405,0.809464215612329,0.514035353111891,0.376655248712346,0.585258625315962,0.670738645321977,0.652091959604572,0.451705314840774,0.343127332371422,0.319156034127326,0.429379555818247,0.662708455085589,0.667179953746723,0.613827676210821,0.756189686887945,0.774907092857708,0.579478015353785,0.798140709015433,0.750610698109812,0.7466383213757,0.540561733746014,0.639781488264822,0.508093329717962,0.590513383874394,0.659407947969015
1,2,1,405,0.577487705784601,0.293700822215232,0.229514067251992,0.458741362883717,0.331575784874086,0.3620978239099,0.277186655969416,0.376969807351041,0.272912948249652,0.361829052977191,0.345256309256772,0.253804223132619,0.356418407492265,0.415517370114816,0.539953011157805,0.407439035574847,0.634745689669224,0.31231954593989,0.373299461596205,0.360436553722725,0.370776288416463,0.260475755361639,0.263048101805469,0.458313918189688
1,2,0,405,0.510801626931733,0.428680962884086,0.399643851249054,0.686453598348332,0.668954796544291,0.456610060504895,0.546002224594967,0.339755218469567,0.475375647633526,0.38311831264229,0.426769943260486,0.46496969825896,0.616747615590122,0.598900800111498,0.82861421240964,0.717804498702583,0.715160313003796,0.674063426714945,0.462982302476014,0.565022767448301,0.635591547044354,0.527350255525953,0.5378114750442,0.638498868141252
1,1,1,406,0.340218656312035,0.659882695485744,0.574912086624118,0.630753018337909,0.39507654811966,0.542183965375973,0.552445530595754,0.657852653803304,0.518298099290526,0.935840670980628,0.852150310888671,0.600424292241959,0.576189795283576,0.755853422343937,0.535244390966334,0.445264360740738,0.513376987872383,0.702786233270076,0.446223339905297,0.616828380067777,0.660336926212773,0.679101351307763,0.98327442386395,0.782924270324463
1,1,0,406,0.599313859305453,0.491372529111228,0.530986186331932,0.678368954466965,0.947684959045724,0.828685801106844,0.514110924099429,0.444722548456048,0.602734705011498,0.565025685458814,0.588510833955142,0.710861179530492,0.918874297897254,0.895050334844252,0.714520134769156,0.328585539463201,0.298432693904793,0.645308820420102,0.45409538288536,0.310625375701551,0.476491991634432,0.509560154768617,0.622236094227915,0.704482751873145
1,2,1,406,0.359566650480252,0.22235536694624,0.411091308389086,0.572105774047922,0.282651460737033,0.435142477462418,0.51326636426741,0.363278898107284,0.283884364094249,0.439792356754131,0.284072017919903,0.461192401269575,0.575652559103796,0.426036021637937,0.529511805111121,0.480352788968197,0.620351711562471,0.344763962606055,0.254294633277506,0.688516448722854,0.615026653717297,0.387573134235458,0.167606037389637,0.48411136059839
1,2,0,406,0.915727791222787,0.758329556141634,0.774148869440422,0.708881712436965,0.462509612419341,0.488587055836577,0.635028970438739,0.503456538837354,0.54042610449171,0.750159357984699,0.747553359018062,0.712992607362247,0.946364549505581,0.568000413699285,0.968204308875246,0.666310364425361,0.612994020992567,0.683084104389684,0.631541795101686,0.678118718470979,0.703433952002678,0.691635347478285,0.637110837473143,0.38022522608592
1,1,1,408,0.480664560357864,0.570896263710748,0.438474830100667,0.570266137982659,0.29708758328268,0.456917037380432,0.49702495159061,0.620598099932773,0.379137515762067,0.814685036420587,0.597829800307041,0.582912137701063,0.653479381085462,0.633786908525115,0.536526438971082,0.469566804800418,0.492400974877122,0.542271925857246,0.526225886993527,0.534080546353958,0.715934730630855,0.586597437798624,0.852539256957086,0.723564983742012
